ENTITYA,TYPEA,IDA,DATABASEA,MECHANISM,ENTITYB,TYPEB,IDB,DATABASEB,IDB,data_column
PRKCD,protein,Q05655,UNIPROT,phosphorylation,CXCR4,protein,P61073,UNIPROT,P61073,1999-10-22
PRKCD,protein,Q05655,UNIPROT,phosphorylation,CXCR4,protein,P61073,UNIPROT,P61073,1999-10-22
AKT1,protein,P31749,UNIPROT,phosphorylation,PFKFB2,protein,O60825,UNIPROT,O60825,1999-10-22
SKIL,protein,P12757,UNIPROT,binding,SMAD2,protein,Q15796,UNIPROT,Q15796,1999-10-22
CHUK,protein,O15111,UNIPROT,phosphorylation,RELA,protein,Q04206,UNIPROT,Q04206,1999-10-22
PTPN6,protein,P29350,UNIPROT,dephosphorylation,PTK2B,protein,Q14289,UNIPROT,Q14289,1999-10-22
SKIL,protein,P12757,UNIPROT,binding,SMAD4,protein,Q13485,UNIPROT,Q13485,1999-10-22
PRKCD,protein,Q05655,UNIPROT,phosphorylation,CXCR4,protein,P61073,UNIPROT,P61073,1999-10-22
PRKCD,protein,Q05655,UNIPROT,phosphorylation,CXCR4,protein,P61073,UNIPROT,P61073,1999-10-22
DVL3,protein,Q92997,UNIPROT,binding,CSNK1E,protein,P49674,UNIPROT,P49674,1999-10-26
EPHB2,protein,P29323,UNIPROT,phosphorylation,EPHB2,protein,P29323,UNIPROT,P29323,1999-10-26
LCK,protein,P06239,UNIPROT,phosphorylation,ESR1,protein,P03372,UNIPROT,P03372,1999-10-26
PLK3,protein,Q9H4B4,UNIPROT,phosphorylation,CDC25C,protein,P30307,UNIPROT,P30307,1999-10-28
PRKG2,protein,Q13237,UNIPROT,phosphorylation,PTS,protein,Q03393,UNIPROT,Q03393,1999-10-29
PRKG1,protein,Q13976,UNIPROT,phosphorylation,PTS,protein,Q03393,UNIPROT,Q03393,1999-10-29
SB 203580,chemical,CHEBI:90705,ChEBI,chemical_inhibition,MAPK14,protein,Q16539,UNIPROT,Q16539,1999-10-05
CBL,protein,P22681,UNIPROT,polyubiquitination,PDGFRB,protein,P09619,UNIPROT,P09619,1999-10-08
KCNS1,protein,Q96KK3,UNIPROT,relocalization,potassium(1+),smallmolecule,CHEBI:29103,ChEBI,CHEBI:29103,1999-09-01
DPYD,protein,Q12882,UNIPROT,chemical_modification,uracil,smallmolecule,CHEBI:17568,ChEBI,CHEBI:17568,1999-09-01
PKN1,protein,Q16512,UNIPROT,phosphorylation,PKN1,protein,Q16512,UNIPROT,Q16512,1999-09-01
AKT1,protein,P31749,UNIPROT,phosphorylation,PDE3B,protein,Q13370,UNIPROT,Q13370,1999-09-01
PKN1,protein,Q16512,UNIPROT,phosphorylation,PKN1,protein,Q16512,UNIPROT,Q16512,1999-09-01
FLT3,protein,P36888,UNIPROT,phosphorylation,SHC1,protein,P29353,UNIPROT,P29353,1999-09-01
FLT3,protein,P36888,UNIPROT,phosphorylation,SHC1,protein,P29353,UNIPROT,P29353,1999-09-01
FLT3,protein,P36888,UNIPROT,phosphorylation,SHC1,protein,P29353,UNIPROT,P29353,1999-09-01
PRKACA,protein,P17612,UNIPROT,phosphorylation,PTPN7,protein,P35236,UNIPROT,P35236,1999-09-01
RBPJ,protein,Q06330,UNIPROT,binding,HES1,protein,Q14469,UNIPROT,Q14469,1999-09-01
IGF1R,protein,P08069,UNIPROT,phosphorylation,IRS2,protein,Q9Y4H2,UNIPROT,Q9Y4H2,1999-09-01
AKT1,protein,P31749,UNIPROT,phosphorylation,PDE3B,protein,Q13370,UNIPROT,Q13370,1999-09-01
DPYD,protein,Q12882,UNIPROT,chemical_modification,5-fluorouracil,chemical,CHEBI:46345,ChEBI,CHEBI:46345,1999-09-01
PKN1,protein,Q16512,UNIPROT,phosphorylation,PKN1,protein,Q16512,UNIPROT,Q16512,1999-09-01
CDC25A,protein,P30304,UNIPROT,dephosphorylation,CDK2,protein,P24941,UNIPROT,P24941,1999-09-01
PAK1,protein,Q13153,UNIPROT,phosphorylation,LIMK1,protein,P53667,UNIPROT,P53667,1999-09-01
AKT1,protein,P31749,UNIPROT,phosphorylation,PDE3B,protein,Q13370,UNIPROT,Q13370,1999-09-01
SUFU,protein,Q9UMX1,UNIPROT,relocalization,GLI3,protein,P10071,UNIPROT,P10071,1999-09-01
DPYD,protein,Q12882,UNIPROT,chemical_modification,thymine,smallmolecule,CHEBI:17821,ChEBI,CHEBI:17821,1999-09-01
KCNS3,protein,Q9BQ31,UNIPROT,relocalization,potassium(1+),smallmolecule,CHEBI:29103,ChEBI,CHEBI:29103,1999-09-01
CDC25A,protein,P30304,UNIPROT,dephosphorylation,CDK2,protein,P24941,UNIPROT,P24941,1999-09-01
CDC25A,protein,P30304,UNIPROT,dephosphorylation,CDK1,protein,P06493,UNIPROT,P06493,1999-09-01
CDC25A,protein,P30304,UNIPROT,dephosphorylation,CDK1,protein,P06493,UNIPROT,P06493,1999-09-01
IKBKB,protein,O14920,UNIPROT,phosphorylation,NFKB1,protein,P19838,UNIPROT,P19838,1999-09-01
PDPK1,protein,O15530,UNIPROT,phosphorylation,PDPK1,protein,O15530,UNIPROT,O15530,1999-09-01
IKBKB,protein,O14920,UNIPROT,phosphorylation,NFKB1,protein,P19838,UNIPROT,P19838,1999-09-01
PDPK1,protein,O15530,UNIPROT,phosphorylation,PDPK1,protein,O15530,UNIPROT,O15530,1999-09-01
PDPK1,protein,O15530,UNIPROT,phosphorylation,PDPK1,protein,O15530,UNIPROT,O15530,1999-09-01
CHUK,protein,O15111,UNIPROT,phosphorylation,NFKB1,protein,P19838,UNIPROT,P19838,1999-09-01
IKBKB,protein,O14920,UNIPROT,phosphorylation,NFKB1,protein,P19838,UNIPROT,P19838,1999-09-01
CHUK,protein,O15111,UNIPROT,phosphorylation,NFKB1,protein,P19838,UNIPROT,P19838,1999-09-01
PDPK1,protein,O15530,UNIPROT,phosphorylation,PDPK1,protein,O15530,UNIPROT,O15530,1999-09-01
CHUK,protein,O15111,UNIPROT,phosphorylation,NFKB1,protein,P19838,UNIPROT,P19838,1999-09-01
CHUK,protein,O15111,UNIPROT,phosphorylation,NFKB1,protein,P19838,UNIPROT,P19838,1999-09-01
PDPK1,protein,O15530,UNIPROT,phosphorylation,PDPK1,protein,O15530,UNIPROT,O15530,1999-09-01
XCL1,protein,P47992,UNIPROT,binding,XCR1,protein,P46094,UNIPROT,P46094,1999-09-10
PRKD1,protein,Q15139,UNIPROT,phosphorylation,PRKD1,protein,Q15139,UNIPROT,Q15139,1999-09-10
PRKACA,protein,P17612,UNIPROT,phosphorylation,PHKA2,protein,P46019,UNIPROT,P46019,1999-09-15
PHKA1,protein,P46020,UNIPROT,phosphorylation,PHKA1,protein,P46020,UNIPROT,P46020,1999-09-15
PHKA1,protein,P46020,UNIPROT,phosphorylation,PHKA1,protein,P46020,UNIPROT,P46020,1999-09-15
PRKACA,protein,P17612,UNIPROT,phosphorylation,PHKA1,protein,P46020,UNIPROT,P46020,1999-09-15
PHKA1,protein,P46020,UNIPROT,binding,PHKG1,protein,Q16816,UNIPROT,Q16816,1999-09-15
PRKACB,protein,P22694,UNIPROT,phosphorylation,PHKA1,protein,P46020,UNIPROT,P46020,1999-09-15
PHKA2,protein,P46019,UNIPROT,binding,PHKG2,protein,P15735,UNIPROT,P15735,1999-09-15
PRKACG,protein,P22612,UNIPROT,phosphorylation,PHKA1,protein,P46020,UNIPROT,P46020,1999-09-15
PHKA2,protein,P46019,UNIPROT,binding,PHKG1,protein,Q16816,UNIPROT,Q16816,1999-09-15
PRKACA,protein,P17612,UNIPROT,phosphorylation,PHKA1,protein,P46020,UNIPROT,P46020,1999-09-15
PRKACG,protein,P22612,UNIPROT,phosphorylation,PHKA2,protein,P46019,UNIPROT,P46019,1999-09-15
PHKA1,protein,P46020,UNIPROT,binding,PHKG2,protein,P15735,UNIPROT,P15735,1999-09-15
PHKA1,protein,P46020,UNIPROT,phosphorylation,PHKA1,protein,P46020,UNIPROT,P46020,1999-09-15
PRKACB,protein,P22694,UNIPROT,phosphorylation,PHKA2,protein,P46019,UNIPROT,P46019,1999-09-15
CLK1,protein,P49759,UNIPROT,phosphorylation,PTPN1,protein,P18031,UNIPROT,P18031,1999-09-17
CLK2,protein,P49760,UNIPROT,phosphorylation,PTPN1,protein,P18031,UNIPROT,P18031,1999-09-17
FRAT1,protein,Q92837,UNIPROT,binding,EIF2B5,protein,Q13144,UNIPROT,Q13144,1999-09-17
CLK2,protein,P49760,UNIPROT,phosphorylation,PTPN1,protein,P18031,UNIPROT,P18031,1999-09-17
PDPK1,protein,O15530,UNIPROT,phosphorylation,RPS6KA1,protein,Q15418,UNIPROT,Q15418,1999-09-17
CLK1,protein,P49759,UNIPROT,phosphorylation,PTPN1,protein,P18031,UNIPROT,P18031,1999-09-17
PDPK1,protein,O15530,UNIPROT,phosphorylation,RPS6KA3,protein,P51812,UNIPROT,P51812,1999-09-17
CLK1,protein,P49759,UNIPROT,phosphorylation,PTPN1,protein,P18031,UNIPROT,P18031,1999-09-17
MAP2K6,protein,P52564,UNIPROT,phosphorylation,MAPK14,protein,Q16539,UNIPROT,Q16539,1999-09-17
CLK2,protein,P49760,UNIPROT,phosphorylation,PTPN1,protein,P18031,UNIPROT,P18031,1999-09-17
TNF,protein,P01375,UNIPROT,binding,PIK3CG,protein,P48736,UNIPROT,P48736,1999-09-02
EPHA8,protein,P29322,UNIPROT,phosphorylation,EPHA8,protein,P29322,UNIPROT,P29322,1999-09-23
CSNK1E,protein,P49674,UNIPROT,phosphorylation,DVL2,protein,O14641,UNIPROT,O14641,1999-09-23
EPHA8,protein,P29322,UNIPROT,phosphorylation,EPHA8,protein,P29322,UNIPROT,P29322,1999-09-23
S1PR2,protein,O95136,UNIPROT,binding,GNAI1,protein,P63096,UNIPROT,P63096,1999-09-24
S1PR2,protein,O95136,UNIPROT,binding,GNAQ,protein,P50148,UNIPROT,P50148,1999-09-24
S1PR3,protein,Q99500,UNIPROT,binding,GNAI1,protein,P63096,UNIPROT,P63096,1999-09-24
S1PR3,protein,Q99500,UNIPROT,binding,GNA13,protein,Q14344,UNIPROT,Q14344,1999-09-24
PRKACA,protein,P17612,UNIPROT,phosphorylation,KCNH2,protein,Q12809,UNIPROT,Q12809,1999-09-24
PRKACA,protein,P17612,UNIPROT,phosphorylation,KCNH2,protein,Q12809,UNIPROT,Q12809,1999-09-24
PRKACA,protein,P17612,UNIPROT,phosphorylation,KCNH2,protein,Q12809,UNIPROT,Q12809,1999-09-24
PRKACA,protein,P17612,UNIPROT,phosphorylation,KCNH2,protein,Q12809,UNIPROT,Q12809,1999-09-24
CSNK1D,protein,P48730,UNIPROT,phosphorylation,CDK5,protein,Q00535,UNIPROT,Q00535,1999-09-28
CSNK1A1,protein,P48729,UNIPROT,phosphorylation,CDK5,protein,Q00535,UNIPROT,Q00535,1999-09-28
UBE2E3,protein,Q969T4,UNIPROT,sumoylation,NFKBIA,protein,P25963,UNIPROT,P25963,1999-09-29
AURKB,protein,Q96GD4,UNIPROT,phosphorylation,H3-3A,protein,P84243,UNIPROT,P84243,1999-09-03
PMCH,protein,P20382,UNIPROT,binding,MCHR2,protein,Q969V1,UNIPROT,Q969V1,1999-09-03
WT1,protein,P19544,UNIPROT,transcriptional_regulation,AREG,protein,P15514,UNIPROT,P15514,1999-09-03
RPS6KA3,protein,P51812,UNIPROT,phosphorylation,H3-3A,protein,P84243,UNIPROT,P84243,1999-09-03
RPS6KA1,protein,Q15418,UNIPROT,phosphorylation,H3-3A,protein,P84243,UNIPROT,P84243,1999-09-03
RPS6KA5,protein,O75582,UNIPROT,phosphorylation,H3C1,protein,P68431,UNIPROT,P68431,1999-09-03
PRKACA,protein,P17612,UNIPROT,phosphorylation,H3-3A,protein,P84243,UNIPROT,P84243,1999-09-03
RPS6KA3,protein,P51812,UNIPROT,phosphorylation,H3C1,protein,P68431,UNIPROT,P68431,1999-09-03
RPS6KA5,protein,O75582,UNIPROT,phosphorylation,H3-3A,protein,P84243,UNIPROT,P84243,1999-09-03
SHC1,protein,P29353,UNIPROT,binding,GRB2,protein,P62993,UNIPROT,P62993,1999-09-30
GATA1,protein,P15976,UNIPROT,transcriptional_regulation,FLI1,protein,Q01543,UNIPROT,Q01543,1999-09-30
SPI1,protein,P17947,UNIPROT,transcriptional_regulation,FLI1,protein,Q01543,UNIPROT,Q01543,1999-09-30
CASP3,protein,P42574,UNIPROT,cleavage,ACIN1,protein,Q9UKV3,UNIPROT,Q9UKV3,1999-09-09
CSNK2A1,protein,P68400,UNIPROT,phosphorylation,PIP4K2A,protein,P48426,UNIPROT,P48426,1999-09-09
PEBP1,protein,P30086,UNIPROT,binding,RAF1,protein,P04049,UNIPROT,P04049,1999-09-09
TRADD,protein,Q15628,UNIPROT,binding,TRAF1,protein,Q13077,UNIPROT,Q13077,1999-01-01
FGFR1,protein,P11362,UNIPROT,phosphorylation,BCAR1,protein,P56945,UNIPROT,P56945,2000-01-01
TNFSF14,protein,O43557,UNIPROT,binding,TNFRSF14,protein,Q92956,UNIPROT,Q92956,2000-01-01
SP2,protein,Q02086,UNIPROT,transcriptional_regulation,PCYT1A,protein,P49585,UNIPROT,P49585,2000-04-01
MAPK3,protein,P27361,UNIPROT,phosphorylation,MITF,protein,O75030,UNIPROT,O75030,2000-04-01
SNW1,protein,Q13573,UNIPROT,binding,NOTCH1,protein,P46531,UNIPROT,P46531,2000-04-01
MAPK1,protein,P28482,UNIPROT,phosphorylation,MAPT,protein,P10636,UNIPROT,P10636,2000-04-01
SP3,protein,Q02447,UNIPROT,transcriptional_regulation,PCYT1A,protein,P49585,UNIPROT,P49585,2000-04-01
SP1,protein,P08047,UNIPROT,transcriptional_regulation,PCYT1A,protein,P49585,UNIPROT,P49585,2000-04-01
CREB1,protein,P16220,UNIPROT,transcriptional_regulation,MITF,protein,O75030,UNIPROT,O75030,2000-04-01
SNW1,protein,Q13573,UNIPROT,binding,NOTCH1,protein,P46531,UNIPROT,P46531,2000-04-01
MAPK1,protein,P28482,UNIPROT,phosphorylation,MAPT,protein,P10636,UNIPROT,P10636,2000-04-01
NCOR2,protein,Q9Y618,UNIPROT,binding,SNW1,protein,Q13573,UNIPROT,Q13573,2000-04-01
NOTCH1,protein,P46531,UNIPROT,binding,SNW1,protein,Q13573,UNIPROT,Q13573,2000-04-01
MAPK1,protein,P28482,UNIPROT,phosphorylation,MAPT,protein,P10636,UNIPROT,P10636,2000-04-01
SNW1,protein,Q13573,UNIPROT,binding,NCOR2,protein,Q9Y618,UNIPROT,Q9Y618,2000-04-01
MAP3K11,protein,Q16584,UNIPROT,phosphorylation,MAP2K4,protein,P45985,UNIPROT,P45985,2000-04-01
HDAC4,protein,P56524,UNIPROT,binding,MEF2D,protein,Q14814,UNIPROT,Q14814,2000-04-11
HDAC4,protein,P56524,UNIPROT,binding,MEF2A,protein,Q02078,UNIPROT,Q02078,2000-04-11
CSNK2A2,protein,P19784,UNIPROT,phosphorylation,RGS19,protein,P49795,UNIPROT,P49795,2000-04-11
HDAC4,protein,P56524,UNIPROT,binding,MEF2C,protein,Q06413,UNIPROT,Q06413,2000-04-11
CSNK2A1,protein,P68400,UNIPROT,phosphorylation,RGS19,protein,P49795,UNIPROT,P49795,2000-04-11
CAMK2A,protein,Q9UQM7,UNIPROT,phosphorylation,SRF,protein,P11831,UNIPROT,P11831,2000-04-13
CAMK2A,protein,Q9UQM7,UNIPROT,phosphorylation,SRF,protein,P11831,UNIPROT,P11831,2000-04-13
FOXO3,protein,O43524,UNIPROT,transcriptional_regulation,CDKN1B,protein,P46527,UNIPROT,P46527,2000-04-13
INSR,protein,P06213,UNIPROT,binding,GRB7,protein,Q14451,UNIPROT,Q14451,2000-04-13
PDPK1,protein,O15530,UNIPROT,phosphorylation,PKN2,protein,Q16513,UNIPROT,Q16513,2000-04-14
CREB1,protein,P16220,UNIPROT,transcriptional_regulation,BCL2,protein,P10415,UNIPROT,P10415,2000-04-14
PDPK1,protein,O15530,UNIPROT,phosphorylation,PKN1,protein,Q16512,UNIPROT,Q16512,2000-04-14
ABL1,protein,P00519,UNIPROT,phosphorylation,MTOR,protein,P42345,UNIPROT,P42345,2000-04-14
PDK1,protein,Q15118,UNIPROT,phosphorylation,PKN2,protein,Q16513,UNIPROT,Q16513,2000-04-14
NEUROG1,protein,Q92886,UNIPROT,transcriptional_regulation,NEUROD2,protein,Q15784,UNIPROT,Q15784,2000-04-14
SHOC2,protein,Q9UQ13,UNIPROT,binding,MRAS,protein,O14807,UNIPROT,O14807,2000-04-15
sphingosine 1-phosphate,smallmolecule,CHEBI:37550,ChEBI,chemical_activation,S1PR4,protein,O95977,UNIPROT,O95977,2000-04-15
GATA1,protein,P15976,UNIPROT,binding,SPI1,protein,P17947,UNIPROT,P17947,2000-04-15
CTNNB1,protein,P35222,UNIPROT,binding,EP300,protein,Q09472,UNIPROT,Q09472,2000-04-17
CREB1,protein,P16220,UNIPROT,transcriptional_regulation,CTNNB1,protein,P35222,UNIPROT,P35222,2000-04-17
PDGFRB,protein,P09619,UNIPROT,binding,CRK,protein,P46108,UNIPROT,P46108,2000-04-02
PDGFRA,protein,P16234,UNIPROT,binding,CRK,protein,P46108,UNIPROT,P46108,2000-04-02
CHEK2,protein,O96017,UNIPROT,phosphorylation,TP53,protein,P04637,UNIPROT,P04637,2000-04-20
PRKCA,protein,P17252,UNIPROT,phosphorylation,DNM1,protein,Q05193,UNIPROT,Q05193,2000-04-21
CREBBP,protein,Q92793,UNIPROT,binding,CSK,protein,P41240,UNIPROT,P41240,2000-04-27
SCAND1,protein,P57086,UNIPROT,binding,MZF1,protein,P28698,UNIPROT,P28698,2000-04-28
calcium(2+),smallmolecule,CHEBI:29108,ChEBI,chemical_activation,PRKCZ,protein,Q05513,UNIPROT,Q05513,2000-04-28
ELF3,protein,P78545,UNIPROT,transcriptional_regulation,SPRR2A,protein,P35326,UNIPROT,P35326,2000-04-06
canertinib,chemical,CHEBI:61399,ChEBI,chemical_inhibition,EGFR,protein,P00533,UNIPROT,P00533,2000-04-06
ELF3,protein,P78545,UNIPROT,transcriptional_regulation,KRT4,protein,P19013,UNIPROT,P19013,2000-04-06
HSPA1A,protein,P0DMV8,UNIPROT,binding,APAF1,protein,O14727,UNIPROT,O14727,2000-08-01
INSR,protein,P06213,UNIPROT,binding,SHC1,protein,P29353,UNIPROT,P29353,2000-08-01
MTCP1,protein,P56278,UNIPROT,binding,AKT1,protein,P31749,UNIPROT,P31749,2000-08-01
SP1,protein,P08047,UNIPROT,transcriptional_regulation,CD34,protein,P28906,UNIPROT,P28906,2000-08-01
CAMK2A,protein,Q9UQM7,UNIPROT,phosphorylation,OPRM1,protein,P35372,UNIPROT,P35372,2000-08-01
FAM107A,protein,O95990,UNIPROT,binding,AKT3,protein,Q9Y243,UNIPROT,Q9Y243,2000-08-01
TCL1A,protein,P56279,UNIPROT,binding,AKT2,protein,P31751,UNIPROT,P31751,2000-08-01
CAMK2A,protein,Q9UQM7,UNIPROT,phosphorylation,OPRM1,protein,P35372,UNIPROT,P35372,2000-08-01
INSR,protein,P06213,UNIPROT,phosphorylation,SHC1,protein,P29353,UNIPROT,P29353,2000-08-01
PCSK2,protein,P16519,UNIPROT,cleavage,IAPP,protein,P10997,UNIPROT,P10997,2000-08-01
TCL1A,protein,P56279,UNIPROT,binding,AKT3,protein,Q9Y243,UNIPROT,Q9Y243,2000-08-01
PIM1,protein,P11309,UNIPROT,phosphorylation,RP9,protein,Q8TA86,UNIPROT,Q8TA86,2000-08-01
calcium(2+),smallmolecule,CHEBI:29108,ChEBI,chemical_activation,CALM2,protein,P0DP24,UNIPROT,P0DP24,2000-08-01
PTK6,protein,Q13882,UNIPROT,phosphorylation,KHDRBS1,protein,Q07666,UNIPROT,Q07666,2000-08-01
calcium(2+),smallmolecule,CHEBI:29108,ChEBI,chemical_activation,CALM3,protein,P0DP25,UNIPROT,P0DP25,2000-08-01
MTCP1,protein,P56278,UNIPROT,binding,AKT2,protein,P31751,UNIPROT,P31751,2000-08-01
TCL1B,protein,O95988,UNIPROT,binding,AKT1,protein,P31749,UNIPROT,P31749,2000-08-01
NUDT3,protein,O95989,UNIPROT,binding,AKT2,protein,P31751,UNIPROT,P31751,2000-08-01
PIM1,protein,P11309,UNIPROT,phosphorylation,RP9,protein,Q8TA86,UNIPROT,Q8TA86,2000-08-01
CAMK2A,protein,Q9UQM7,UNIPROT,phosphorylation,OPRM1,protein,P35372,UNIPROT,P35372,2000-08-01
LFNG,protein,Q8NES3,UNIPROT,binding,DLL3,protein,Q9NYJ7,UNIPROT,Q9NYJ7,2000-08-01
TCL1A,protein,P56279,UNIPROT,binding,AKT1,protein,P31749,UNIPROT,P31749,2000-08-01
MTCP1,protein,P56278,UNIPROT,binding,AKT3,protein,Q9Y243,UNIPROT,Q9Y243,2000-08-01
TCL1B,protein,O95988,UNIPROT,binding,AKT2,protein,P31751,UNIPROT,P31751,2000-08-01
PCSK1,protein,P29120,UNIPROT,cleavage,IAPP,protein,P10997,UNIPROT,P10997,2000-08-01
calcium(2+),smallmolecule,CHEBI:29108,ChEBI,chemical_activation,CALM1,protein,P0DP23,UNIPROT,P0DP23,2000-08-01
RXRB,protein,P28702,UNIPROT,binding,NR2F1,protein,P10589,UNIPROT,P10589,2000-08-01
NR2F2,protein,P24468,UNIPROT,binding,NR2F1,protein,P10589,UNIPROT,P10589,2000-08-01
PTPRE,protein,P23469,UNIPROT,dephosphorylation,KCNB1,protein,Q14721,UNIPROT,Q14721,2000-08-01
NR2F1,protein,P10589,UNIPROT,binding,RXRA,protein,P19793,UNIPROT,P19793,2000-08-01
NR2F2,protein,P24468,UNIPROT,binding,RXRA,protein,P19793,UNIPROT,P19793,2000-08-01
RXRB,protein,P28702,UNIPROT,binding,NR2F2,protein,P24468,UNIPROT,P24468,2000-08-01
PIM2,protein,Q9P1W9,UNIPROT,phosphorylation,BAD,protein,Q92934,UNIPROT,Q92934,2000-08-11
SUN2,protein,Q9UH99,UNIPROT,binding,RAB5A,protein,P20339,UNIPROT,P20339,2000-08-11
AXIN1,protein,O15169,UNIPROT,binding,MAP3K1,protein,Q13233,UNIPROT,Q13233,2000-08-11
SYK,protein,P43405,UNIPROT,phosphorylation,SLC4A1,protein,P02730,UNIPROT,P02730,2000-08-15
HSP90AB1,protein,P08238,UNIPROT,binding,APAF1,protein,O14727,UNIPROT,O14727,2000-08-15
LYN,protein,P07948,UNIPROT,phosphorylation,SLC4A1,protein,P02730,UNIPROT,P02730,2000-08-15
SYK,protein,P43405,UNIPROT,phosphorylation,SLC4A1,protein,P02730,UNIPROT,P02730,2000-08-15
SYK,protein,P43405,UNIPROT,phosphorylation,SLC4A1,protein,P02730,UNIPROT,P02730,2000-08-15
BACE2,protein,Q9Y5Z0,UNIPROT,cleavage,APP,protein,P05067,UNIPROT,P05067,2000-08-15
MAPK3,protein,P27361,UNIPROT,phosphorylation,CDKN1B,protein,P46527,UNIPROT,P46527,2000-08-15
BACE2,protein,Q9Y5Z0,UNIPROT,cleavage,APP,protein,P05067,UNIPROT,P05067,2000-08-15
SYK,protein,P43405,UNIPROT,phosphorylation,SLC4A1,protein,P02730,UNIPROT,P02730,2000-08-15
BACE1,protein,P56817,UNIPROT,cleavage,APP,protein,P05067,UNIPROT,P05067,2000-08-15
LYN,protein,P07948,UNIPROT,phosphorylation,SLC4A1,protein,P02730,UNIPROT,P02730,2000-08-15
CDK1,protein,P06493,UNIPROT,phosphorylation,CDKN1B,protein,P46527,UNIPROT,P46527,2000-08-15
BACE2,protein,Q9Y5Z0,UNIPROT,cleavage,APP,protein,P05067,UNIPROT,P05067,2000-08-15
BACE2,protein,Q9Y5Z0,UNIPROT,cleavage,APP,protein,P05067,UNIPROT,P05067,2000-08-15
SRC,protein,P12931,UNIPROT,phosphorylation,NECTIN2,protein,Q92692,UNIPROT,Q92692,2000-08-17
RPS6KA2,protein,Q15349,UNIPROT,phosphorylation,BAD,protein,Q92934,UNIPROT,Q92934,2000-08-18
MAPK1,protein,P28482,UNIPROT,phosphorylation,CDKN1B,protein,P46527,UNIPROT,P46527,2000-08-18
RPS6KA1,protein,Q15418,UNIPROT,phosphorylation,BAD,protein,Q92934,UNIPROT,Q92934,2000-08-18
MAPK1,protein,P28482,UNIPROT,phosphorylation,CDKN1B,protein,P46527,UNIPROT,P46527,2000-08-18
RPS6KA1,protein,Q15418,UNIPROT,phosphorylation,BAD,protein,Q92934,UNIPROT,Q92934,2000-08-18
UHMK1,protein,Q8TAS1,UNIPROT,phosphorylation,CDKN1B,protein,P46527,UNIPROT,P46527,2000-08-18
ACSS1,protein,Q9NUB1,UNIPROT,chemical_modification,coenzyme A(4-),smallmolecule,CHEBI:57287,ChEBI,CHEBI:57287,2000-08-25
GRK2,protein,P25098,UNIPROT,phosphorylation,SNCG,protein,O76070,UNIPROT,O76070,2000-08-25
ACSS2,protein,Q9NR19,UNIPROT,chemical_modification,coenzyme A(4-),smallmolecule,CHEBI:57287,ChEBI,CHEBI:57287,2000-08-25
PRKCA,protein,P17252,UNIPROT,phosphorylation,EGFR,protein,P00533,UNIPROT,P00533,2000-08-25
GRK5,protein,P34947,UNIPROT,phosphorylation,SNCB,protein,Q16143,UNIPROT,Q16143,2000-08-25
ACSS2,protein,Q9NR19,UNIPROT,chemical_modification,acetyl-CoA(4-),smallmolecule,CHEBI:57288,ChEBI,CHEBI:57288,2000-08-25
coenzyme A(4-),smallmolecule,CHEBI:57287,ChEBI,precursor_of,acetyl-CoA(4-),smallmolecule,CHEBI:57288,ChEBI,CHEBI:57288,2000-08-25
ACSS1,protein,Q9NUB1,UNIPROT,chemical_modification,acetate,smallmolecule,CHEBI:30089,ChEBI,CHEBI:30089,2000-08-25
ACSS2,protein,Q9NR19,UNIPROT,chemical_modification,acetate,smallmolecule,CHEBI:30089,ChEBI,CHEBI:30089,2000-08-25
acetate,smallmolecule,CHEBI:30089,ChEBI,precursor_of,acetyl-CoA(4-),smallmolecule,CHEBI:57288,ChEBI,CHEBI:57288,2000-08-25
ACSS3,protein,Q9H6R3,UNIPROT,chemical_modification,acetyl-CoA(4-),smallmolecule,CHEBI:57288,ChEBI,CHEBI:57288,2000-08-25
ACSS1,protein,Q9NUB1,UNIPROT,chemical_modification,acetyl-CoA(4-),smallmolecule,CHEBI:57288,ChEBI,CHEBI:57288,2000-08-25
ACSS3,protein,Q9H6R3,UNIPROT,chemical_modification,acetate,smallmolecule,CHEBI:30089,ChEBI,CHEBI:30089,2000-08-25
ACSS3,protein,Q9H6R3,UNIPROT,chemical_modification,coenzyme A(4-),smallmolecule,CHEBI:57287,ChEBI,CHEBI:57287,2000-08-25
GRK2,protein,P25098,UNIPROT,phosphorylation,SNCA,protein,P37840,UNIPROT,P37840,2000-08-25
STK39,protein,Q9UEW8,UNIPROT,binding,MAPK14,protein,Q16539,UNIPROT,Q16539,2000-08-31
PTK6,protein,Q13882,UNIPROT,phosphorylation,STAP2,protein,Q9UGK3,UNIPROT,Q9UGK3,2000-08-31
MAPK3,protein,P27361,UNIPROT,phosphorylation,RPS6KA3,protein,P51812,UNIPROT,P51812,2000-08-31
MAPK3,protein,P27361,UNIPROT,phosphorylation,RPS6KA3,protein,P51812,UNIPROT,P51812,2000-08-31
MAPK14,protein,Q16539,UNIPROT,phosphorylation,RPS6KA4,protein,O75676,UNIPROT,O75676,2000-08-04
MAPK14,protein,Q16539,UNIPROT,phosphorylation,RPS6KA4,protein,O75676,UNIPROT,O75676,2000-08-04
AKT1,protein,P31749,UNIPROT,phosphorylation,IMPDH2,protein,P12268,UNIPROT,P12268,2000-08-04
MAPK14,protein,Q16539,UNIPROT,phosphorylation,RPS6KA4,protein,O75676,UNIPROT,O75676,2000-08-04
